Nfact;FechaVenta;FechaPago;PrecioVenta;CostoVenta;Margen;ProdId;Sucursal;IdCliente
2649;2019-11-24 00:00:00,000;2020-01-15 00:00:00,000;419852674;251911605;167941070;1548;"N02";4943
2650;2019-11-24 00:00:00,000;2019-12-26 00:00:00,000;355762365;135189699;220572666;1549;"N05";4909
2652;2019-11-27 00:00:00,000;2020-01-16 00:00:00,000;568637205;238827626;329809579;1551;"N07";4807
2655;2019-11-28 00:00:00,000;2020-01-27 00:00:00,000;562419180;314954741;247464439;1554;"S02";4904
2658;2019-11-29 00:00:00,000;2020-01-17 00:00:00,000;735585456;404572001;331013455;1522;"C05";4835
2659;2019-11-29 00:00:00,000;2020-01-23 00:00:00,000;484125000;183967500;300157500;1523;"N02";4910
2660;2019-11-30 00:00:00,000;2019-12-29 00:00:00,000;113507284;51078278;62429006;1524;"N03";4897
2661;2019-11-30 00:00:00,000;2020-02-27 00:00:00,000;445738549;169380649;276357901;1525;"N04";4889
2662;2019-12-08 00:00:00,000;2020-03-01 00:00:00,000;270911454;151710414;119201040;1526;"C04";4931
2663;2019-12-10 00:00:00,000;2020-02-21 00:00:00,000;674228980;438248837;235980143;1527;"N02";4863
2665;2019-12-16 00:00:00,000;2020-02-17 00:00:00,000;419342174;213864509;205477665;1529;"N03";4815
2666;2019-12-17 00:00:00,000;2020-01-22 00:00:00,000;540580023;275695812;264884211;1530;"S05";4852
2667;2019-12-18 00:00:00,000;2020-02-16 00:00:00,000;299939715;146970460;152969255;1531;"C04";4905
2668;2019-12-19 00:00:00,000;2020-02-09 00:00:00,000;651614196;325807098;325807098;1532;"S04";4934
2669;2019-12-20 00:00:00,000;2020-03-03 00:00:00,000;145474219;56734945;88739274;1533;"N06";4901
2670;2019-12-22 00:00:00,000;2020-02-16 00:00:00,000;19636719;11192930;8443789;1534;"C07";4941
2671;2019-12-24 00:00:00,000;2020-02-01 00:00:00,000;90385140;33442502;56942638;1535;"C07";4936
2672;2019-12-25 00:00:00,000;2020-03-02 00:00:00,000;132728718;62382497;70346220;1536;"N04";4875
2673;2019-12-26 00:00:00,000;2020-01-20 00:00:00,000;558407186;223362874;335044312;1537;"S02";4811
2674;2019-12-26 00:00:00,000;2020-01-22 00:00:00,000;233264362;123630112;109634250;1538;"C05";4871
2677;2019-12-29 00:00:00,000;2020-03-24 00:00:00,000;631430819;252572327;378858491;1541;"N02";4892
2679;2020-01-01 00:00:00,000;2020-03-17 00:00:00,000;585535454;298623081;286912372;1543;"S03";4920
2681;2020-01-02 00:00:00,000;2020-03-14 00:00:00,000;517716903;269212790;248504114;1545;"S02";4926
2682;2020-01-02 00:00:00,000;2020-03-01 00:00:00,000;337793628;199298240;138495387;1546;"S02";4850
2684;2020-01-05 00:00:00,000;2020-03-21 00:00:00,000;566859862;260755536;306104325;1548;"N02";4801
2686;2020-01-05 00:00:00,000;2020-04-02 00:00:00,000;407558232;232308192;175250040;1550;"N07";4900
2688;2020-01-09 00:00:00,000;2020-02-29 00:00:00,000;706895097;247413284;459481813;1552;"C04";4844
2689;2020-01-11 00:00:00,000;2020-03-09 00:00:00,000;303678210;163986234;139691977;1553;"N04";4853
2692;2020-01-14 00:00:00,000;2020-03-29 00:00:00,000;540855269;210933555;329921714;1521;"S02";4815
2693;2020-01-14 00:00:00,000;2020-02-24 00:00:00,000;285105803;171063482;114042321;1522;"S02";4932
2695;2020-01-15 00:00:00,000;2020-02-29 00:00:00,000;61382946;35602109;25780837;1524;"C04";4883
2697;2020-01-20 00:00:00,000;2020-03-08 00:00:00,000;697477835;341764139;355713696;1526;"N06";4829
2699;2020-01-21 00:00:00,000;2020-03-12 00:00:00,000;89079902;57901936;31177966;1528;"S05";4881
2700;2020-01-22 00:00:00,000;2020-02-18 00:00:00,000;456704890;287724081;168980809;1529;"S02";4900
2701;2020-01-23 00:00:00,000;2020-03-29 00:00:00,000;685158962;356282660;328876302;1530;"N02";4897
2702;2020-01-23 00:00:00,000;2020-03-23 00:00:00,000;59780546;37661744;22118802;1531;"S01";4802
2703;2020-01-24 00:00:00,000;2020-04-22 00:00:00,000;231199818;101727920;129471898;1532;"S04";4915
2704;2020-01-26 00:00:00,000;2020-03-23 00:00:00,000;509954597;224380023;285574574;1533;"S05";4891
2705;2020-01-26 00:00:00,000;2020-04-07 00:00:00,000;466274624;223811820;242462805;1534;"N02";4921
2706;2020-01-26 00:00:00,000;2020-03-22 00:00:00,000;397396359;186776289;210620070;1535;"C05";4827
2707;2020-01-26 00:00:00,000;2020-02-29 00:00:00,000;19325909;11402286;7923623;1536;"C07";4844
2711;2020-01-31 00:00:00,000;2020-03-22 00:00:00,000;253049368;131585671;121463697;1540;"C04";4811
2712;2020-01-31 00:00:00,000;2020-03-09 00:00:00,000;752708903;421516986;331191917;1541;"C05";4839
2713;2020-02-01 00:00:00,000;2020-03-07 00:00:00,000;164623714;57618300;107005414;1542;"N02";4852
2715;2020-02-07 00:00:00,000;2020-04-11 00:00:00,000;153370221;95089537;58280684;1544;"C05";4804
2716;2020-02-07 00:00:00,000;2020-05-04 00:00:00,000;334950830;214368531;120582299;1545;"C04";4853
2719;2020-02-09 00:00:00,000;2020-03-10 00:00:00,000;60878909;35918556;24960353;1548;"S03";4822
2720;2020-02-09 00:00:00,000;2020-04-13 00:00:00,000;161284932;69352521;91932411;1549;"S03";4870
2721;2020-02-11 00:00:00,000;2020-04-08 00:00:00,000;390835055;214959280;175875775;1550;"N06";4824
2722;2020-02-13 00:00:00,000;2020-04-06 00:00:00,000;750461457;465286103;285175354;1551;"C06";4808
2723;2020-02-14 00:00:00,000;2020-04-25 00:00:00,000;585072705;234029082;351043623;1552;"S02";4868
2724;2020-02-15 00:00:00,000;2020-04-27 00:00:00,000;607847275;279609747;328237529;1553;"C04";4877
2725;2020-02-16 00:00:00,000;2020-03-18 00:00:00,000;452908438;194750629;258157810;1554;"S01";4857
2726;2020-02-17 00:00:00,000;2020-03-31 00:00:00,000;242214158;142906353;99307805;1555;"S01";4922
2727;2020-02-18 00:00:00,000;2020-04-18 00:00:00,000;673821156;370601636;303219520;1521;"N06";4850
2728;2020-02-19 00:00:00,000;2020-05-18 00:00:00,000;200831682;86357623;114474059;1522;"S04";4914
2730;2020-02-19 00:00:00,000;2020-04-30 00:00:00,000;426579322;157834349;268744973;1524;"S02";4846
2735;2020-02-23 00:00:00,000;2020-03-20 00:00:00,000;732377836;292951134;439426701;1529;"N02";4840
2737;2020-02-25 00:00:00,000;2020-05-15 00:00:00,000;556970679;250636806;306333873;1531;"C05";4907
2738;2020-02-25 00:00:00,000;2020-05-13 00:00:00,000;692858096;401857695;291000400;1532;"S05";4870
2740;2020-02-28 00:00:00,000;2020-05-12 00:00:00,000;117669761;56481485;61188276;1534;"N08";4915
2745;2020-03-02 00:00:00,000;2020-04-09 00:00:00,000;749673281;472294167;277379114;1539;"S03";4915
2746;2020-03-03 00:00:00,000;2020-04-15 00:00:00,000;244157684;134286726;109870958;1540;"N07";4877
2747;2020-03-04 00:00:00,000;2020-04-03 00:00:00,000;499989130;224995108;274994021;1541;"C04";4853
2753;2020-03-08 00:00:00,000;2020-05-25 00:00:00,000;353595086;127294231;226300855;1547;"N04";4899
2754;2020-03-09 00:00:00,000;2020-05-26 00:00:00,000;357921173;207594280;150326893;1548;"S05";4820
2756;2020-03-15 00:00:00,000;2020-05-11 00:00:00,000;240095095;112844695;127250400;1550;"N08";4903
2757;2020-03-19 00:00:00,000;2020-05-02 00:00:00,000;166386521;73210069;93176452;1551;"N03";4940
2761;2020-03-21 00:00:00,000;2020-06-16 00:00:00,000;342978857;202357525;140621331;1555;"C06";4842
2763;2020-03-24 00:00:00,000;2020-04-20 00:00:00,000;626603772;281971697;344632075;1522;"N04";4940
2765;2020-03-27 00:00:00,000;2020-05-23 00:00:00,000;576357189;345814313;230542876;1524;"N08";4928
2766;2020-03-31 00:00:00,000;2020-06-11 00:00:00,000;669411150;274458571;394952578;1525;"N04";4864
2767;2020-04-01 00:00:00,000;2020-04-30 00:00:00,000;381468057;228880834;152587223;1526;"N06";4918
2768;2020-04-02 00:00:00,000;2020-06-10 00:00:00,000;136298263;69512114;66786149;1527;"S01";4944
2769;2020-04-02 00:00:00,000;2020-06-11 00:00:00,000;562916434;281458217;281458217;1528;"S03";4811
2770;2020-04-06 00:00:00,000;2020-06-06 00:00:00,000;459213405;284712311;174501094;1529;"C05";4905
2774;2020-04-17 00:00:00,000;2020-06-22 00:00:00,000;29420521;16181287;13239234;1533;"S05";4891
2775;2020-04-18 00:00:00,000;2020-06-29 00:00:00,000;496134850;183569895;312564956;1534;"N02";4813
2778;2020-04-26 00:00:00,000;2020-07-10 00:00:00,000;350024566;227515968;122508598;1537;"S05";4814
2780;2020-04-28 00:00:00,000;2020-07-22 00:00:00,000;562571166;303788430;258782736;1539;"N06";4855
2781;2020-04-28 00:00:00,000;2020-05-31 00:00:00,000;140378815;65978043;74400772;1540;"S03";4801
2782;2020-04-28 00:00:00,000;2020-05-29 00:00:00,000;545418595;321796971;223621624;1541;"C05";4913
2783;2020-04-29 00:00:00,000;2020-07-12 00:00:00,000;768376070;276615385;491760685;1542;"S05";4883
2784;2020-04-30 00:00:00,000;2020-07-15 00:00:00,000;217841220;93671724;124169495;1543;"N05";4850
2785;2020-05-02 00:00:00,000;2020-07-09 00:00:00,000;204683637;130997528;73686109;1544;"S02";4937
2786;2020-05-03 00:00:00,000;2020-07-27 00:00:00,000;205767322;121402720;84364602;1545;"C06";4932
2787;2020-05-04 00:00:00,000;2020-07-16 00:00:00,000;15550692;9796936;5753756;1546;"C07";4903
2790;2020-05-06 00:00:00,000;2020-07-29 00:00:00,000;380076587;152030635;228045952;1549;"S02";4833
2791;2020-05-08 00:00:00,000;2020-06-20 00:00:00,000;283125410;104756402;178369009;1550;"C06";4896
2794;2020-05-13 00:00:00,000;2020-07-31 00:00:00,000;516378806;294335919;222042886;1553;"C06";4823
2795;2020-05-14 00:00:00,000;2020-06-11 00:00:00,000;719298693;402807268;316491425;1554;"S02";4932
2798;2020-05-18 00:00:00,000;2020-07-12 00:00:00,000;221884651;102066939;119817712;1522;"N06";4880
2799;2020-05-19 00:00:00,000;2020-07-18 00:00:00,000;312430269;140593621;171836648;1523;"S01";4897
2800;2020-05-19 00:00:00,000;2020-06-19 00:00:00,000;308795111;151309604;157485507;1524;"S01";4818
2805;2020-05-25 00:00:00,000;2020-08-05 00:00:00,000;442213295;252061578;190151717;1529;"S03";4803
2807;2020-05-26 00:00:00,000;2020-07-30 00:00:00,000;710396036;369405939;340990097;1531;"N03";4922
2808;2020-05-26 00:00:00,000;2020-07-23 00:00:00,000;301506293;183918839;117587454;1532;"C06";4909
2813;2020-05-30 00:00:00,000;2020-08-05 00:00:00,000;453305370;249317954;203987417;1537;"N07";4936
2814;2020-05-30 00:00:00,000;2020-08-25 00:00:00,000;360581687;144232675;216349012;1538;"C06";4802
2815;2020-05-30 00:00:00,000;2020-06-29 00:00:00,000;545852773;262009331;283843442;1539;"N08";4856
2816;2020-05-31 00:00:00,000;2020-07-18 00:00:00,000;7643381;4280293;3363088;1540;"S03";4894
2817;2020-05-31 00:00:00,000;2020-06-30 00:00:00,000;32589633;20531469;12058164;1541;"N08";4902
2818;2020-06-01 00:00:00,000;2020-07-01 00:00:00,000;191216951;112818001;78398950;1542;"N02";4866
2819;2020-06-01 00:00:00,000;2020-08-18 00:00:00,000;329534481;181243964;148290516;1543;"C06";4913
2821;2020-06-03 00:00:00,000;2020-07-28 00:00:00,000;56285893;24202934;32082959;1545;"C06";4820
2822;2020-06-06 00:00:00,000;2020-07-09 00:00:00,000;550341081;242150076;308191005;1546;"S02";4904
2823;2020-06-08 00:00:00,000;2020-07-10 00:00:00,000;445745725;205043034;240702692;1547;"N08";4805
2824;2020-06-09 00:00:00,000;2020-08-15 00:00:00,000;731881711;365940856;365940856;1548;"S05";4857
2825;2020-06-09 00:00:00,000;2020-08-19 00:00:00,000;460797245;161279036;299518209;1549;"S03";4831
2826;2020-06-09 00:00:00,000;2020-08-19 00:00:00,000;717183871;466169516;251014355;1550;"S01";4838
2827;2020-06-09 00:00:00,000;2020-08-09 00:00:00,000;104299159;58407529;45891630;1551;"S04";4856
2828;2020-06-10 00:00:00,000;2020-08-03 00:00:00,000;112458048;59602765;52855282;1552;"C07";4902
2832;2020-06-11 00:00:00,000;2020-07-16 00:00:00,000;765540939;482290791;283250147;1521;"N03";4931
2833;2020-06-13 00:00:00,000;2020-08-31 00:00:00,000;478041646;248581656;229459990;1522;"C05";4906
2834;2020-06-14 00:00:00,000;2020-08-25 00:00:00,000;96703541;39648452;57055089;1523;"C07";4916
2835;2020-06-16 00:00:00,000;2020-07-26 00:00:00,000;266714344;168030037;98684307;1524;"S03";4857
2836;2020-06-16 00:00:00,000;2020-08-31 00:00:00,000;269378812;172402440;96976372;1525;"N06";4909
2837;2020-06-17 00:00:00,000;2020-09-06 00:00:00,000;164616963;88893160;75723803;1526;"S04";4807
2838;2020-06-18 00:00:00,000;2020-09-10 00:00:00,000;27582411;13791206;13791206;1527;"N08";4892
2840;2020-06-25 00:00:00,000;2020-08-22 00:00:00,000;416553193;262428512;154124681;1529;"N07";4881
2842;2020-06-26 00:00:00,000;2020-09-14 00:00:00,000;116106307;48764649;67341658;1531;"C04";4855
2845;2020-06-28 00:00:00,000;2020-08-10 00:00:00,000;163458853;65383541;98075312;1534;"N02";4912
2846;2020-06-29 00:00:00,000;2020-08-16 00:00:00,000;408052028;142818210;265233818;1535;"C04";4874
2847;2020-06-29 00:00:00,000;2020-09-27 00:00:00,000;675627998;378351679;297276319;1536;"S02";4872
2848;2020-07-01 00:00:00,000;2020-09-20 00:00:00,000;43996088;28157496;15838592;1537;"N05";4849
2849;2020-07-02 00:00:00,000;2020-09-04 00:00:00,000;649987090;227495481;422491608;1538;"N07";4903
2850;2020-07-03 00:00:00,000;2020-09-29 00:00:00,000;662162022;397297213;264864809;1539;"S03";4932
2851;2020-07-06 00:00:00,000;2020-08-05 00:00:00,000;147863896;75410587;72453309;1540;"S01";4840
2855;2020-07-08 00:00:00,000;2020-10-03 00:00:00,000;625810886;362970314;262840572;1544;"C05";4935
2856;2020-07-09 00:00:00,000;2020-08-26 00:00:00,000;370200639;225822390;144378249;1545;"S05";4918
2857;2020-07-09 00:00:00,000;2020-08-23 00:00:00,000;339815066;152916780;186898286;1546;"S03";4869
2858;2020-07-10 00:00:00,000;2020-08-25 00:00:00,000;14546406;7564131;6982275;1547;"N03";4858
2859;2020-07-10 00:00:00,000;2020-09-23 00:00:00,000;385654984;204397141;181257842;1548;"N02";4902
2860;2020-07-12 00:00:00,000;2020-09-28 00:00:00,000;54081188;30826277;23254911;1549;"N07";4852
2861;2020-07-20 00:00:00,000;2020-10-12 00:00:00,000;668866542;287612613;381253929;1550;"C06";4900
2862;2020-07-20 00:00:00,000;2020-08-27 00:00:00,000;28031287;17659711;10371576;1551;"N02";4839
2863;2020-07-21 00:00:00,000;2020-10-01 00:00:00,000;359283206;229941252;129341954;1552;"S05";4905
2864;2020-07-22 00:00:00,000;2020-09-20 00:00:00,000;448364811;201764165;246600646;1553;"C07";4929
2866;2020-07-23 00:00:00,000;2020-10-17 00:00:00,000;150469792;90281875;60187917;1555;"N05";4896
2867;2020-07-25 00:00:00,000;2020-09-10 00:00:00,000;438500497;175400199;263100298;1521;"C05";4830
2868;2020-07-25 00:00:00,000;2020-08-20 00:00:00,000;387891458;244371619;143519840;1522;"C07";4838
2870;2020-07-26 00:00:00,000;2020-08-21 00:00:00,000;434832820;178281456;256551364;1524;"N02";4890
2871;2020-07-26 00:00:00,000;2020-10-08 00:00:00,000;496117522;302631688;193485834;1525;"C06";4880
2872;2020-07-26 00:00:00,000;2020-08-30 00:00:00,000;193714050;114291289;79422760;1526;"N07";4856
2873;2020-07-27 00:00:00,000;2020-09-24 00:00:00,000;526196392;210478557;315717835;1527;"N04";4817
2878;2020-08-01 00:00:00,000;2020-10-24 00:00:00,000;617913984;253344733;364569250;1532;"C04";4825
2879;2020-08-02 00:00:00,000;2020-08-31 00:00:00,000;699604697;433754912;265849785;1533;"N02";4921
2880;2020-08-03 00:00:00,000;2020-09-10 00:00:00,000;161570835;72706876;88863959;1534;"C06";4916
2883;2020-08-05 00:00:00,000;2020-10-10 00:00:00,000;343778939;137511575;206267363;1537;"N05";4848
2885;2020-08-06 00:00:00,000;2020-09-16 00:00:00,000;559498421;262964258;296534163;1539;"N04";4830
2886;2020-08-08 00:00:00,000;2020-10-15 00:00:00,000;98082437;56887814;41194624;1540;"C04";4931
2888;2020-08-09 00:00:00,000;2020-09-28 00:00:00,000;744296664;349819432;394477232;1542;"N02";4821
2889;2020-08-10 00:00:00,000;2020-09-13 00:00:00,000;387397720;247934541;139463179;1543;"S02";4889
2890;2020-08-10 00:00:00,000;2020-10-23 00:00:00,000;518768949;326824438;191944511;1544;"N02";4929
2891;2020-08-10 00:00:00,000;2020-10-30 00:00:00,000;615249857;344539920;270709937;1545;"N03";4907
2892;2020-08-15 00:00:00,000;2020-09-30 00:00:00,000;540687405;351446813;189240592;1546;"S02";4888
2893;2020-08-15 00:00:00,000;2020-10-07 00:00:00,000;42544538;23824941;18719597;1547;"S01";4900
2894;2020-08-15 00:00:00,000;2020-09-14 00:00:00,000;92913327;49244063;43669264;1548;"C04";4916
2896;2020-08-17 00:00:00,000;2020-09-22 00:00:00,000;410256856;201025859;209230996;1550;"S04";4841
2899;2020-08-19 00:00:00,000;2020-11-03 00:00:00,000;687675446;391975004;295700442;1553;"N02";4891
2900;2020-08-22 00:00:00,000;2020-11-16 00:00:00,000;220876832;110438416;110438416;1554;"S05";4877
2901;2020-08-22 00:00:00,000;2020-11-18 00:00:00,000;283186942;135929732;147257210;1555;"S02";4923
2902;2020-08-23 00:00:00,000;2020-10-17 00:00:00,000;550439644;242193443;308246201;1521;"N07";4826
2903;2020-08-24 00:00:00,000;2020-11-11 00:00:00,000;311916975;184031015;127885960;1522;"N04";4901
2904;2020-08-24 00:00:00,000;2020-10-19 00:00:00,000;647550568;291397756;356152812;1523;"N04";4915
2905;2020-08-26 00:00:00,000;2020-11-22 00:00:00,000;186138545;89346501;96792043;1524;"S02";4825
2907;2020-08-30 00:00:00,000;2020-11-21 00:00:00,000;6325603;3858618;2466985;1526;"S03";4808
2908;2020-08-31 00:00:00,000;2020-10-23 00:00:00,000;253701685;88795590;164906095;1527;"S01";4880
2909;2020-08-31 00:00:00,000;2020-10-02 00:00:00,000;490129712;191150588;298979124;1528;"C04";4920
2910;2020-08-31 00:00:00,000;2020-11-12 00:00:00,000;430503151;245386796;185116355;1529;"S05";4831
2913;2020-09-04 00:00:00,000;2020-10-16 00:00:00,000;409014829;261769490;147245338;1532;"S02";4935
2914;2020-09-05 00:00:00,000;2020-11-10 00:00:00,000;144696902;70901482;73795420;1533;"C07";4928
2916;2020-09-06 00:00:00,000;2020-10-17 00:00:00,000;766549855;283623446;482926409;1535;"N05";4879
2917;2020-09-07 00:00:00,000;2020-12-06 00:00:00,000;574461059;224039813;350421246;1536;"S05";4864
2919;2020-09-08 00:00:00,000;2020-10-16 00:00:00,000;3336230;1167681;2168550;1538;"S01";4887
2920;2020-09-09 00:00:00,000;2020-12-08 00:00:00,000;104522519;62713511;41809008;1539;"S01";4905
2921;2020-09-10 00:00:00,000;2020-10-14 00:00:00,000;184648390;118174970;66473421;1540;"C05";4936
2922;2020-09-12 00:00:00,000;2020-11-23 00:00:00,000;259324413;140035183;119289230;1541;"C05";4837
2923;2020-09-14 00:00:00,000;2020-10-19 00:00:00,000;599762791;263895628;335867163;1542;"N05";4842
2924;2020-09-14 00:00:00,000;2020-12-04 00:00:00,000;77308193;36334851;40973342;1543;"S02";4805
2927;2020-09-20 00:00:00,000;2020-11-28 00:00:00,000;369776210;155306008;214470202;1546;"S03";4822
2928;2020-09-21 00:00:00,000;2020-10-26 00:00:00,000;448482800;188362776;260120024;1547;"S01";4866
2929;2020-09-22 00:00:00,000;2020-10-29 00:00:00,000;111149513;42236815;68912698;1548;"C06";4903
2931;2020-09-24 00:00:00,000;2020-12-12 00:00:00,000;579178548;306964630;272213917;1550;"N02";4845
2935;2020-09-28 00:00:00,000;2020-11-27 00:00:00,000;88584348;51378922;37205426;1554;"N03";4869
2936;2020-09-28 00:00:00,000;2020-12-12 00:00:00,000;251061814;92892871;158168943;1555;"N02";4827
2937;2020-09-30 00:00:00,000;2020-12-28 00:00:00,000;268939768;115644100;153295668;1521;"S04";4805
2938;2020-09-30 00:00:00,000;2020-12-21 00:00:00,000;329253290;187674375;141578915;1522;"S02";4829
2941;2020-10-02 00:00:00,000;2020-12-16 00:00:00,000;246563267;140541062;106022205;1525;"N03";4824
2942;2020-10-03 00:00:00,000;2020-11-03 00:00:00,000;584445863;315600766;268845097;1526;"C04";4878
2943;2020-10-03 00:00:00,000;2020-11-22 00:00:00,000;319524780;166152886;153371894;1527;"N05";4896
2944;2020-10-04 00:00:00,000;2021-01-01 00:00:00,000;323420178;119665466;203754712;1528;"S02";4898
2945;2020-10-06 00:00:00,000;2020-11-19 00:00:00,000;550883267;302985797;247897470;1529;"N08";4886
2947;2020-10-07 00:00:00,000;2020-12-06 00:00:00,000;232283414;125433043;106850370;1531;"C04";4922
2948;2020-10-07 00:00:00,000;2020-12-01 00:00:00,000;705544858;345716980;359827877;1532;"N04";4823
2949;2020-10-08 00:00:00,000;2020-12-04 00:00:00,000;340146806;173474871;166671935;1533;"N03";4907
2950;2020-10-08 00:00:00,000;2020-12-18 00:00:00,000;257844383;139235967;118608416;1534;"C05";4839
2952;2020-10-11 00:00:00,000;2020-12-08 00:00:00,000;424207580;152714729;271492851;1536;"C05";4934
2953;2020-10-13 00:00:00,000;2020-12-13 00:00:00,000;442364697;252147877;190216820;1537;"S02";4898
2954;2020-10-13 00:00:00,000;2020-11-09 00:00:00,000;71846975;35923488;35923488;1538;"S04";4910
2957;2020-10-14 00:00:00,000;2020-12-21 00:00:00,000;230062291;133436129;96626162;1541;"S04";4941
2958;2020-10-15 00:00:00,000;2020-11-27 00:00:00,000;705782095;402295794;303486301;1542;"N08";4804
2960;2020-10-17 00:00:00,000;2020-12-16 00:00:00,000;140065622;84039373;56026249;1544;"N02";4899
2961;2020-10-19 00:00:00,000;2020-12-21 00:00:00,000;566430587;209579317;356851270;1545;"S02";4918
2964;2020-10-21 00:00:00,000;2020-11-22 00:00:00,000;210123182;132377605;77745577;1548;"N05";4854
2965;2020-10-21 00:00:00,000;2020-11-20 00:00:00,000;301161620;156604043;144557578;1549;"C06";4924
2966;2020-10-22 00:00:00,000;2020-11-22 00:00:00,000;513494180;267016974;246477206;1550;"S02";4820
2967;2020-10-23 00:00:00,000;2020-12-14 00:00:00,000;617058729;364064650;252994079;1551;"C05";4843
2968;2020-10-23 00:00:00,000;2020-12-23 00:00:00,000;671984684;315832802;356151883;1552;"C07";4912
2969;2020-10-25 00:00:00,000;2021-01-11 00:00:00,000;580525136;255431060;325094076;1553;"S04";4856
2970;2020-10-27 00:00:00,000;2021-01-05 00:00:00,000;640691895;390822056;249869839;1554;"C07";4835
2971;2020-10-27 00:00:00,000;2020-12-14 00:00:00,000;511386649;322173589;189213060;1555;"N02";4829
2972;2020-10-28 00:00:00,000;2021-01-22 00:00:00,000;499465934;224759670;274706264;1521;"C06";4843
2974;2020-11-05 00:00:00,000;2021-01-13 00:00:00,000;8408499;5381439;3027060;1523;"N07";4925
2976;2020-11-06 00:00:00,000;2020-12-21 00:00:00,000;490645055;230603176;260041879;1525;"N03";4876
2977;2020-11-07 00:00:00,000;2021-02-05 00:00:00,000;242215788;155018104;87197684;1526;"S03";4821
2978;2020-11-08 00:00:00,000;2020-12-26 00:00:00,000;130834269;68033820;62800449;1527;"S01";4924
2979;2020-11-09 00:00:00,000;2021-01-15 00:00:00,000;685936834;336109048;349827785;1528;"S02";4829
2981;2020-11-12 00:00:00,000;2021-01-11 00:00:00,000;279115642;131184352;147931290;1530;"C05";4910
2983;2020-11-15 00:00:00,000;2020-12-30 00:00:00,000;719044000;395474200;323569800;1532;"C05";4901
2986;2020-11-18 00:00:00,000;2020-12-14 00:00:00,000;721675778;447438983;274236796;1535;"N02";4937
2987;2020-11-19 00:00:00,000;2021-01-18 00:00:00,000;296403712;171914153;124489559;1536;"C04";4826
2989;2020-11-22 00:00:00,000;2021-01-17 00:00:00,000;60541779;26638383;33903396;1538;"C07";4898
2995;2020-11-26 00:00:00,000;2020-12-24 00:00:00,000;3398088;1699044;1699044;1544;"N08";4923
2996;2020-11-26 00:00:00,000;2021-01-16 00:00:00,000;472206822;217215138;254991684;1545;"N04";4843
2997;2020-11-27 00:00:00,000;2021-02-03 00:00:00,000;123284760;57943837;65340923;1546;"N07";4864
2998;2020-11-29 00:00:00,000;2021-01-16 00:00:00,000;102952923;48387874;54565049;1547;"S02";4941
2999;2020-11-30 00:00:00,000;2021-01-28 00:00:00,000;82560071;39628834;42931237;1548;"C04";4832
3000;2020-12-02 00:00:00,000;2021-02-03 00:00:00,000;543071599;255243651;287827947;1549;"S03";4859
3002;2020-12-08 00:00:00,000;2021-01-05 00:00:00,000;369816406;203399023;166417383;1551;"C04";4939
3006;2020-12-11 00:00:00,000;2021-02-23 00:00:00,000;147129391;60323050;86806341;1555;"S02";4901
3007;2020-12-12 00:00:00,000;2021-02-11 00:00:00,000;474792925;199413028;275379896;1521;"S02";4838
3008;2020-12-13 00:00:00,000;2021-02-20 00:00:00,000;35835969;13259309;22576660;1522;"N02";4868
3011;2020-12-15 00:00:00,000;2021-03-14 00:00:00,000;240645616;101071159;139574457;1525;"N05";4892
3012;2020-12-15 00:00:00,000;2021-02-11 00:00:00,000;279643146;159396593;120246553;1526;"C05";4913
3014;2020-12-17 00:00:00,000;2021-01-31 00:00:00,000;370408651;170387979;200020672;1528;"C04";4863
3015;2020-12-18 00:00:00,000;2021-03-01 00:00:00,000;259862398;163713311;96149087;1529;"S02";4806
3019;2020-12-24 00:00:00,000;2021-03-19 00:00:00,000;25022506;15263729;9758777;1533;"C05";4817
3024;2020-12-30 00:00:00,000;2021-03-01 00:00:00,000;417032103;179323804;237708299;1538;"S02";4818
3025;2020-12-31 00:00:00,000;2021-03-12 00:00:00,000;448777470;287217581;161559889;1539;"C04";4938
3026;2021-01-01 00:00:00,000;2021-02-18 00:00:00,000;623488003;286804481;336683522;1540;"S02";4862
3027;2021-01-02 00:00:00,000;2021-02-02 00:00:00,000;493146849;231779019;261367830;1541;"N06";4849
3029;2021-01-03 00:00:00,000;2021-02-22 00:00:00,000;66336424;23217748;43118675;1543;"N05";4893
3030;2021-01-04 00:00:00,000;2021-03-21 00:00:00,000;393041217;141494838;251546379;1544;"N07";4803
3032;2021-01-06 00:00:00,000;2021-03-21 00:00:00,000;167408867;70311724;97097143;1546;"N04";4803
3033;2021-01-07 00:00:00,000;2021-02-08 00:00:00,000;157626113;102456974;55169140;1547;"N05";4927
3034;2021-01-08 00:00:00,000;2021-02-14 00:00:00,000;753376862;354087125;399289737;1548;"N03";4890
3037;2021-01-12 00:00:00,000;2021-03-03 00:00:00,000;65335578;33974500;31361077;1551;"N07";4843
3038;2021-01-12 00:00:00,000;2021-03-06 00:00:00,000;550000546;220000218;330000328;1552;"N08";4821
3039;2021-01-13 00:00:00,000;2021-03-29 00:00:00,000;486520260;214068914;272451345;1553;"N08";4803
3040;2021-01-16 00:00:00,000;2021-02-14 00:00:00,000;167964628;70545144;97419484;1554;"N07";4930
3043;2021-01-19 00:00:00,000;2021-03-15 00:00:00,000;625029743;406269333;218760410;1522;"S04";4926
3044;2021-01-20 00:00:00,000;2021-03-08 00:00:00,000;546976123;191441643;355534480;1523;"N02";4862
